推文ID,发布时间,JEV评级,JEV综合分,细分赛道,点赞量,转推量,回复量,浏览量,配图数,推文正文,核心干货提要,原推链接
2096303327495725116,2026-09-05 18:23:55,C,21,交易心法复盘与知行合一进化,106,7,6,97569,0,"刷新了我对当下ai能做的事情的认知，
gpt astra很符合想象中agi的样子",刷新了我对当下ai能做的事情的认知，,https://x.com/xiaomustock/status/2096303327495725116
2095873228195742074,2026-09-04 13:54:51,B,27,美股硬科技与AI算力基建,133,1,13,90790,0,下周中韩半导体看来稳了 https://t.co/xCsZZRqCeY,下周中韩半导体看来稳了,https://x.com/xiaomustock/status/2095873228195742074
2095763362026238342,2026-09-04 06:38:17,C,20,交易心法复盘与知行合一进化,0,0,0,0,0,"还是原生家庭牛逼，amc公司说rh链发的不是股票是meme没有投票权，
rh老板嘲讽了一句whats the concern？直接爆飞三个小时从几m拉到1个亿，
原生家庭牛逼我日呐，搞几把股票。",还是原生家庭牛逼，amc公司说rh链发的不是股票是meme没有投票权，,https://x.com/xiaomustock/status/2095763362026238342
2095753503528604128,2026-09-04 05:59:07,C,8,美股硬科技与AI算力基建,0,0,0,0,0,过去这一年基本上能明眼看见的机会都被炒的很贵，再想赚轻松钱太难了，美股a股都没便宜的东西。,过去这一年基本上能明眼看见的机会都被炒的很贵，再想赚轻松钱太难了，美股a股都没便宜的东西。,https://x.com/xiaomustock/status/2095753503528604128
2095745766983921838,2026-09-04 05:28:22,C,0,交易心法复盘与知行合一进化,10,0,2,11149,0,@fish8964 这部分钱闲置的,@fish8964 这部分钱闲置的,https://x.com/xiaomustock/status/2095745766983921838
2095743667634147347,2026-09-04 05:20:02,B,33,美股硬科技与AI算力基建,210,7,27,384587,0,大a赚钱太难了，亏了100嘎了换成中韩半导体了。 https://t.co/31wRQ1gv1m,大a赚钱太难了，亏了100嘎了换成中韩半导体了。,https://x.com/xiaomustock/status/2095743667634147347
2095515791739470130,2026-09-03 14:14:32,B,33,交易心法复盘与知行合一进化,136,13,9,130183,0,"$META 7万员工全面采用了赛富时 $CRM 的协作平台适配agent。替代了谷歌作为内部通信工具。
刚干了一个 $CRM底仓。 https://t.co/dzWGXaKkAn",$META 7万员工全面采用了赛富时 $CRM 的协作平台适配agent。替代了谷歌作为内部通信工具。,https://x.com/xiaomustock/status/2095515791739470130
2095412099422064978,2026-09-03 07:22:30,B,38,美股硬科技与AI算力基建,174,6,13,74732,0,"今天突然闪崩了一下，比较有意思的事情是
美国要求三星海力士在美国建厂生产才免关税。
实际情况是什么呢，
作为美国的存储老大美光，它绝大部分产能也不在美国本土，在中国台湾。
美国佬自己都不乐意自己在本土建厂😂 https://t.co/g0wOGZezBB",今天突然闪崩了一下，比较有意思的事情是,https://x.com/xiaomustock/status/2095412099422064978
2095082850223878592,2026-09-02 09:34:10,C,14,交易心法复盘与知行合一进化,0,0,0,0,0,这段日子真无聊呐，来个大瀑布也是好事情，反弹一个单边行情出来，这行情枯燥到只想天天玩游戏。,这段日子真无聊呐，来个大瀑布也是好事情，反弹一个单边行情出来，这行情枯燥到只想天天玩游戏。,https://x.com/xiaomustock/status/2095082850223878592
2095080414826381575,2026-09-02 09:24:30,C,20,美股硬科技与AI算力基建,56,0,11,81024,0,"山姆奥特曼这叼毛说ai可能摧毁全球经济，
同时称一些新的云公司的算力扩张在明年很难持续。",山姆奥特曼这叼毛说ai可能摧毁全球经济，,https://x.com/xiaomustock/status/2095080414826381575
2095076380962930752,2026-09-02 09:08:28,C,4,仓位风控与跨市场大资产对冲,6,0,1,9258,0,@0xvck_ai 对呐，巴菲特零息白嫖了日股很多年,@0xvck_ai 对呐，巴菲特零息白嫖了日股很多年,https://x.com/xiaomustock/status/2095076380962930752
2094867009289019654,2026-09-01 19:16:30,C,19,交易心法复盘与知行合一进化,72,2,4,79398,0,看了一下这10年期国债的收益率讨论的频率在今晚是真高，真让我做空股市我还是有点怂，顶多做做插针抄底反弹。 https://t.co/8UNjJv5iB2,看了一下这10年期国债的收益率讨论的频率在今晚是真高，真让我做空股市我还是有点怂，顶多做做插针抄底反弹。,https://x.com/xiaomustock/status/2094867009289019654
2094858992048877636,2026-09-01 18:44:38,A,56,加密大周期与流动性配置,0,0,0,0,0,"日元美元10年期国债收益率最近都在暴涨，
唯一能确定性的就是无风险收益率增加这会抽走股市大量的资金，这俩月股市都不会好。

这美联储的再加息是想自己搞死自己人，
10年国债的利率上升这又对无息资产按理也是打击，之前美财政部回购10年/20年/30年美债是美债崩盘叙事。
所以如果美债不崩，国债利率上行利空无息资产黄金btc，
美债崩盘，即使美债利率上行，也利好黄金btc。
这种俩种都说得通，但美债崩盘叙事更多是情绪盘。现在btc和黄金下跌估计就是资金冷静下来，还是利空btc黄金这种无息资产毕竟国债高息躺赚。
唯一确定性利空股市，流动性被锁住抽走。
anthropic上市还能再抽走一批流动性，股市肯定是好不了，地狱难度，怀念上半年的存储行情，天天都是暴涨。",日元美元10年期国债收益率最近都在暴涨，,https://x.com/xiaomustock/status/2094858992048877636
2094858813212180985,2026-09-01 18:43:56,A,56,加密大周期与流动性配置,0,0,0,0,0,"日元美元10年期国债收益率最近都在暴涨，
唯一能确定性的就是无风险收益率增加这会抽走股市大量的资金，这俩月都不会好。

这美联储的再加息是想自己搞死自己人，
10年国债的利率上升这又对无息资产按理也是打击，之前美财政部回购10年/20年/30年美债是美债崩盘叙事。
所以如果美债不崩，国债利率上行利空无息资产黄金btc，
美债崩盘，即使美债利率上行，也利好黄金btc。
这种俩种都说得通，但美债崩盘叙事更多是情绪盘。现在btc和黄金下跌估计就是资金冷静下来，还是利空btc黄金这种无息资产毕竟国债高息躺赚。
唯一确定性利空股市，流动性被锁住抽走。
anthropic上市还能再抽走一批流动性，股市肯定是好不了，地狱难度，怀念上半年的存储行情，天天都是暴涨。",日元美元10年期国债收益率最近都在暴涨，,https://x.com/xiaomustock/status/2094858813212180985
2094705158114746801,2026-09-01 08:33:22,C,0,交易心法复盘与知行合一进化,6,0,1,8681,0,@isadora288881 先把自己的邮箱密码改了应该是泄漏了,@isadora288881 先把自己的邮箱密码改了应该是泄漏了,https://x.com/xiaomustock/status/2094705158114746801
2094687633322786931,2026-09-01 07:23:43,C,10,交易心法复盘与知行合一进化,0,0,0,0,0,okx的画风审美有问题，怎么看起来在办丧事，大都是黑白的。,okx的画风审美有问题，怎么看起来在办丧事，大都是黑白的。,https://x.com/xiaomustock/status/2094687633322786931
2094653158903673174,2026-09-01 05:06:44,C,8,交易心法复盘与知行合一进化,0,0,0,0,0,"本月只有俩件事值得关注，
anthropic的招股书和上市时间，
美光9月20多号的新一季度财报和指引。
其他都是杂音。
这俩件事会主导接下来2个月左右的行情波动",本月只有俩件事值得关注，,https://x.com/xiaomustock/status/2094653158903673174
2094362486552355025,2026-08-31 09:51:42,C,2,交易心法复盘与知行合一进化,10,0,0,27034,0,@traderxiaoxia 那得拉50%,@traderxiaoxia 那得拉50%,https://x.com/xiaomustock/status/2094362486552355025
2094349670478959021,2026-08-31 09:00:47,C,10,交易心法复盘与知行合一进化,0,0,0,0,0,牛来不仅没下架延期放映时间变成了国庆档,牛来不仅没下架延期放映时间变成了国庆档,https://x.com/xiaomustock/status/2094349670478959021
2094329882608337406,2026-08-31 07:42:09,C,4,交易心法复盘与知行合一进化,1,0,1,9594,0,@WangHou4128 麻辣王子的重麻重辣我吃了每次都拉肚子😂好吃是挺好吃，改吃微麻微辣。,@WangHou4128 麻辣王子的重麻重辣我吃了每次都拉肚子😂好吃是挺好吃，改吃微麻微辣。,https://x.com/xiaomustock/status/2094329882608337406
2094325344534962188,2026-08-31 07:24:07,C,4,交易心法复盘与知行合一进化,1,0,0,10050,0,"@Zy8899Zy88991 没有，只是吃这辣条流，从来不流清鼻涕，
我怀疑卫龙加了跟路边摊淀粉肠或辣椒里一样的东西。",@Zy8899Zy88991 没有，只是吃这辣条流，从来不流清鼻涕，,https://x.com/xiaomustock/status/2094325344534962188
2094323994338247141,2026-08-31 07:18:45,C,20,交易心法复盘与知行合一进化,0,0,0,0,0,"以前吃卫龙小麻小辣从来不流鼻涕，
很长时间没吃了今天买了一包吃了一点不辣但是自动流鼻涕，这经历跟我以前吃全是科技狠活的淀粉肠一样，卫龙是不是改配方加了啥新科技狠活没有写到配料表里。",以前吃卫龙小麻小辣从来不流鼻涕，,https://x.com/xiaomustock/status/2094323994338247141
2094312656148877332,2026-08-31 06:33:42,A,41,美股硬科技与AI算力基建,183,11,13,385367,0,"从年初3月份龙虾爆火，那么二季度才是做agent业务真正开始进入大众视野转化成收入的起点，通过半年报找出a股美股或港股中agent大幅转化收入的股票应该不是很困难。
二季度财报是agent新兴行业的第一份财报。
爆炸式增长的新机会，估计增长速度远超存储。
还没想好干啥，美股a股港股打算一起梭哈搞agent的股票。
如果是伟大的机会，不差这一俩天，随时能上车，所以也不是特别着急立马买。",从年初3月份龙虾爆火，那么二季度才是做agent业务真正开始进入大众视野转化成收入的起点，通过半年报找出a股美股或港股中agent大幅转化收入的股票应,https://x.com/xiaomustock/status/2094312656148877332
2094310089553482149,2026-08-31 06:23:30,C,10,仓位风控与跨市场大资产对冲,0,0,0,0,0,"往东方财富打了2260，梭哈了紫光股份，
紫光这半年报业绩牛逼，我单调一波。",往东方财富打了2260，梭哈了紫光股份，,https://x.com/xiaomustock/status/2094310089553482149
2094135845326659681,2026-08-30 18:51:07,C,14,美股硬科技与AI算力基建,0,0,0,0,0,"失眠让gpt扒了一圈最近的全球市场a股美股，
做agent的标的在本次2季度报后业绩都非常出色。随着ai智力提升，很可能是一个才具备提升效率能力的长期增长的新兴行业。
太困了睡醒找找能干的标的。",失眠让gpt扒了一圈最近的全球市场a股美股，,https://x.com/xiaomustock/status/2094135845326659681
2094122276321099813,2026-08-30 17:57:12,C,18,加密大周期与流动性配置,167,1,12,50929,0,"@Krystal_Eth 那也不是开口一颗卵子5000万美金的理由，
单纯只是纯捞女遇到更恶心的对手了。",@Krystal_Eth 那也不是开口一颗卵子5000万美金的理由，,https://x.com/xiaomustock/status/2094122276321099813
2094086864215097480,2026-08-30 15:36:29,C,18,美股硬科技与AI算力基建,0,0,0,0,0,"受三星海力士刺激，
美光员工也在计划组织罢工，提高奖金分配。",受三星海力士刺激，,https://x.com/xiaomustock/status/2094086864215097480
2094085080084091308,2026-08-30 15:29:23,C,10,交易心法复盘与知行合一进化,0,0,0,0,0,"孙割：妈妈！
景甜：牛来！","孙割：妈妈！
景甜：牛来！",https://x.com/xiaomustock/status/2094085080084091308
2093640624864166058,2026-08-29 10:03:17,C,17,现货期货微观与庄家博弈,0,0,0,0,0,"别八卦了，多关注点搞钱信息流。
今年最强的厄尔尼诺导致小麦期货今年大幅上涨。增大产量的话各种化肥磷肥钾肥氮肥不得涨。",别八卦了，多关注点搞钱信息流。,https://x.com/xiaomustock/status/2093640624864166058
2093627573293183431,2026-08-29 09:11:25,C,7,交易心法复盘与知行合一进化,0,0,0,4522,0,@haiyangboy1 @traders18 因为诈骗号钓鱼号太多，这样干净，犯罪成本高,@haiyangboy1 @traders18 因为诈骗号钓鱼号太多，这样干净，犯罪成本高,https://x.com/xiaomustock/status/2093627573293183431
2093596264038641716,2026-08-29 07:07:01,C,3,交易心法复盘与知行合一进化,39,0,3,14896,0,@traders18 太对了，他这无底线伤害了太多人了,@traders18 太对了，他这无底线伤害了太多人了,https://x.com/xiaomustock/status/2093596264038641716
2093215274237632850,2026-08-28 05:53:06,C,5,交易心法复盘与知行合一进化,75,0,2,20306,0,@wenzherunze 我脑子除非进水了，18岁的妹妹不香吗,@wenzherunze 我脑子除非进水了，18岁的妹妹不香吗,https://x.com/xiaomustock/status/2093215274237632850
2093190831075426776,2026-08-28 04:15:58,C,0,交易心法复盘与知行合一进化,14,0,0,16330,0,@Lucid_Nest 😂真人真事,@Lucid_Nest 😂真人真事,https://x.com/xiaomustock/status/2093190831075426776
2093185340462989747,2026-08-28 03:54:09,B,30,交易心法复盘与知行合一进化,239,9,19,1534544,0,"抛开孙割人品景甜错就错在太贪婪了，遇到对手了，
如果不是临时要5000万美金，
以38岁断水断电拉闸的景甜配一毛不拔居然舍得拔几千万彩礼的孙割，景甜算是赚了。",抛开孙割人品景甜错就错在太贪婪了，遇到对手了，,https://x.com/xiaomustock/status/2093185340462989747
